case_id,start_time,end_time,estimated_budget,product_type,Activity,Resource,role
125,2020-01-31T02:20:00,2020-01-31T02:36:00,22927.46, Aluminium and Wood, Prepare Production Plan,Rayna Jackson,Production Engineer
125,2020-01-31T03:36:00,2020-01-31T03:49:00,22927.46, Aluminium and Wood, Amend Production Plan,Nathanial Oliver,Production Engineer
125,2020-01-31T13:48:00,2020-01-31T14:21:00,22927.46, Aluminium and Wood, Prepare Production Plan,Karter Chapman,Production Engineer
1255,2020-06-30T21:28:00,2020-06-30T22:10:00,3293.42, Aluminium, Create Request for Quote,Bailee Barr,Sales Rep
1255,2020-07-01T21:57:00,2020-07-01T22:02:00,3293.42, Aluminium, Analyze Request for Quote,Sonny Todd,Sales Engineer
1255,2020-07-01T22:08:00,2020-07-01T22:09:00,3293.42, Aluminium, Prepare New Product Design,Korbin Miranda,Sales Engineer
1255,2020-09-15T04:09:00,2020-09-15T04:15:00,3293.42, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1255,2020-09-16T17:21:00,2020-09-16T22:50:00,3293.42, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
1255,2020-09-20T13:01:00,2020-09-20T13:02:00,3293.42, Aluminium, Approve Quote,Mitchell Mckay,Senior Sales Engineer
1255,2020-09-21T21:51:00,2020-09-21T21:51:00,3293.42, Aluminium, Submit Quote,Kamila Leblanc,Sales Rep
1259,2020-07-01T06:52:00,2020-07-01T07:44:00,7423.44, Aluminium, Create Request for Quote,Rachael Tanner,Sales Rep
1259,2020-07-01T12:22:00,2020-07-01T12:32:00,7423.44, Aluminium, Customize Existing Product Design,Emilee Dorsey,Sales Engineer
1259,2020-07-04T11:01:00,2020-07-04T11:28:00,7423.44, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1259,2020-07-04T12:12:00,2020-07-04T12:22:00,7423.44, Aluminium, Amend Production Plan,Hugh Collins,Production Engineer
1259,2020-08-11T14:00:00,2020-08-11T14:30:00,7423.44, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1259,2020-08-11T15:33:00,2020-08-11T15:47:00,7423.44, Aluminium, Amend Production Plan,Aria Bonilla,Production Engineer
1259,2020-08-11T20:19:00,2020-08-11T20:45:00,7423.44, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1259,2020-08-11T21:34:00,2020-08-11T21:45:00,7423.44, Aluminium, Amend Production Plan,Matilda Escobar,Production Engineer
1259,2020-08-16T23:53:00,2020-08-17T00:24:00,7423.44, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1259,2020-08-19T11:05:00,2020-08-19T18:58:00,7423.44, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
1259,2020-09-25T15:17:00,2020-09-25T15:18:00,7423.44, Aluminium, Approve Quote,Nathanial Oliver,Senior Sales Engineer
1259,2020-10-05T13:00:00,2020-10-05T13:00:00,7423.44, Aluminium, Submit Quote,Mariam Tate,Sales Rep
127,2020-01-16T23:35:00,2020-01-17T00:20:00,2294.49, Aluminium and Wood, Create Request for Quote,Hugh Collins,Sales Rep
127,2020-01-17T08:18:00,2020-01-17T08:28:00,2294.49, Aluminium and Wood, Customize Existing Product Design,Lexi Larsen,Sales Engineer
127,2020-01-18T02:06:00,2020-01-18T02:25:00,2294.49, Aluminium and Wood, Prepare Production Plan,Rayna Jackson,Production Engineer
127,2020-01-18T03:06:00,2020-01-18T03:13:00,2294.49, Aluminium and Wood, Amend Production Plan,Morgan Roach,Production Engineer
127,2020-01-21T11:07:00,2020-01-21T11:20:00,2294.49, Aluminium and Wood, Prepare Production Plan,Rayna Jackson,Production Engineer
127,2020-01-21T12:04:00,2020-01-21T12:19:00,2294.49, Aluminium and Wood, Amend Production Plan,Roland Salazar,Production Engineer
127,2020-01-23T03:59:00,2020-01-23T04:31:00,2294.49, Aluminium and Wood, Prepare Production Plan,Alyvia Berger,Production Engineer
127,2020-01-24T22:32:00,2020-01-25T02:30:00,2294.49, Aluminium and Wood, Prepare Quote,Alyvia Berger,Sales Engineer
127,2020-01-29T11:05:00,2020-01-29T11:06:00,2294.49, Aluminium and Wood, Approve Quote,Dallas Melendez,Senior Sales Engineer
127,2020-01-31T00:41:00,2020-01-31T00:41:00,2294.49, Aluminium and Wood, Submit Quote,Kamila Leblanc,Sales Rep
128,2020-01-17T01:27:00,2020-01-17T02:18:00,24472.59, Aluminium, Create Request for Quote,Rachael Tanner,Sales Rep
128,2020-01-17T12:27:00,2020-01-17T12:32:00,24472.59, Aluminium, Analyze Request for Quote,Brynn Warren,Sales Engineer
128,2020-01-17T12:35:00,2020-01-17T12:37:00,24472.59, Aluminium, Prepare New Product Design,Sonny Todd,Sales Engineer
128,2020-01-17T16:00:00,2020-01-17T16:06:00,24472.59, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
128,2020-01-17T17:02:00,2020-01-17T17:13:00,24472.59, Aluminium, Amend Production Plan,Bailee Barr,Production Engineer
128,2020-01-19T19:02:00,2020-01-19T19:17:00,24472.59, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
128,2020-01-22T23:26:00,2020-01-23T04:42:00,24472.59, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
128,2020-01-27T03:30:00,2020-01-27T03:31:00,24472.59, Aluminium, Approve Quote,Jaslene Bean,Senior Sales Engineer
128,2020-01-28T06:46:00,2020-01-28T06:46:00,24472.59, Aluminium, Submit Quote,Kamila Leblanc,Sales Rep
1282,2020-07-04T01:48:00,2020-07-04T02:18:00,1815.63, Glass, Create Request for Quote,Bailee Barr,Sales Rep
1282,2020-07-04T16:05:00,2020-07-04T16:09:00,1815.63, Glass, Analyze Request for Quote,Brynn Warren,Sales Engineer
1284,2020-07-04T05:38:00,2020-07-04T06:16:00,18785.64, Aluminium, Create Request for Quote,Jaylen Gardner,Sales Rep
1284,2020-07-04T10:30:00,2020-07-04T10:40:00,18785.64, Aluminium, Customize Existing Product Design,Hugh Collins,Sales Engineer
1284,2020-08-14T08:00:00,2020-08-14T08:20:00,18785.64, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1284,2020-08-14T09:07:00,2020-08-14T09:21:00,18785.64, Aluminium, Amend Production Plan,Matilda Escobar,Production Engineer
1284,2020-08-24T00:43:00,2020-08-24T01:15:00,18785.64, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1284,2020-08-24T02:03:00,2020-08-24T02:09:00,18785.64, Aluminium, Amend Production Plan,Dallas Melendez,Production Engineer
1284,2020-09-06T23:31:00,2020-09-06T23:58:00,18785.64, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1284,2020-09-08T15:57:00,2020-09-09T03:42:00,18785.64, Aluminium, Prepare Quote,Karter Chapman,Sales Engineer
1284,2020-10-08T14:05:00,2020-10-08T14:06:00,18785.64, Aluminium, Approve Quote,Jaslene Bean,Senior Sales Engineer
1284,2020-10-13T22:44:00,2020-10-13T22:44:00,18785.64, Aluminium, Submit Quote,Arturo Horton,Sales Rep
1287,2020-07-04T13:39:00,2020-07-04T14:25:00,5172.83, Aluminium and Glass, Create Request for Quote,Hugh Collins,Sales Rep
1287,2020-07-05T02:33:00,2020-07-05T02:40:00,5172.83, Aluminium and Glass, Analyze Request for Quote,Brynn Warren,Sales Engineer
1287,2020-07-05T02:45:00,2020-07-05T02:47:00,5172.83, Aluminium and Glass, Prepare New Product Design,Brynn Warren,Sales Engineer
1287,2020-07-05T10:18:00,2020-07-05T10:34:00,5172.83, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
129,2020-01-17T03:01:00,2020-01-17T03:24:00,4442.73, Aluminium, Create Request for Quote,Aria Bonilla,Sales Rep
129,2020-01-17T08:31:00,2020-01-17T08:39:00,4442.73, Aluminium, Customize Existing Product Design,Aria Bonilla,Sales Engineer
129,2020-01-23T07:24:00,2020-01-23T07:38:00,4442.73, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
129,2020-01-24T18:46:00,2020-01-25T04:16:00,4442.73, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
129,2020-01-30T00:08:00,2020-01-30T00:09:00,4442.73, Aluminium, Approve Quote,Bailee Barr,Senior Sales Engineer
129,2020-01-31T03:32:00,2020-01-31T03:32:00,4442.73, Aluminium, Submit Quote,Katelyn Pitts,Sales Rep
1290,2020-07-04T20:21:00,2020-07-04T20:53:00,68.86, Aluminium, Create Request for Quote,Mitchell Mckay,Sales Rep
1290,2020-07-05T09:05:00,2020-07-05T09:09:00,68.86, Aluminium, Analyze Request for Quote,Brynn Warren,Sales Engineer
1294,2020-07-05T02:21:00,2020-07-05T03:10:00,8583.04, Aluminium, Create Request for Quote,Jaylen Gardner,Sales Rep
1294,2020-07-06T01:45:00,2020-07-06T01:52:00,8583.04, Aluminium, Analyze Request for Quote,Sonny Todd,Sales Engineer
1294,2020-07-06T01:57:00,2020-07-06T02:00:00,8583.04, Aluminium, Prepare New Product Design,Brynn Warren,Sales Engineer
1294,2020-07-22T04:38:00,2020-07-22T05:04:00,8583.04, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1298,2020-07-06T04:33:00,2020-07-06T04:52:00,2187.35, Glass, Create Request for Quote,Matilda Escobar,Sales Rep
1298,2020-07-06T19:38:00,2020-07-06T19:45:00,2187.35, Glass, Analyze Request for Quote,Brynn Warren,Sales Engineer
1298,2020-07-06T19:48:00,2020-07-06T19:49:00,2187.35, Glass, Prepare New Product Design,Brynn Warren,Sales Engineer
1298,2020-07-08T19:27:00,2020-07-08T19:40:00,2187.35, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1298,2020-07-13T17:32:00,2020-07-14T08:10:00,2187.35, Glass, Prepare Quote,Karter Chapman,Sales Engineer
1298,2020-07-21T01:11:00,2020-07-21T01:12:00,2187.35, Glass, Approve Quote,Bailee Barr,Senior Sales Engineer
1298,2020-07-22T16:20:00,2020-07-22T16:20:00,2187.35, Glass, Submit Quote,Arturo Horton,Sales Rep
1299,2020-07-06T08:17:00,2020-07-06T09:14:00,4972.14, Aluminium, Create Request for Quote,Mitchell Mckay,Sales Rep
1299,2020-07-07T08:23:00,2020-07-07T08:29:00,4972.14, Aluminium, Analyze Request for Quote,Brynn Warren,Sales Engineer
1299,2020-07-07T08:32:00,2020-07-07T08:33:00,4972.14, Aluminium, Prepare New Product Design,Brynn Warren,Sales Engineer
1299,2020-08-08T19:03:00,2020-08-08T19:26:00,4972.14, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1299,2020-08-12T20:36:00,2020-08-13T06:22:00,4972.14, Aluminium, Prepare Quote,Karter Chapman,Sales Engineer
1299,2020-09-15T10:00:00,2020-09-15T10:01:00,4972.14, Aluminium, Approve Quote,Lexi Larsen,Senior Sales Engineer
1299,2020-09-19T22:22:00,2020-09-19T22:22:00,4972.14, Aluminium, Submit Quote,Katelyn Pitts,Sales Rep
13,2020-01-02T07:47:00,2020-01-02T08:06:00,9100.86, Aluminium and Glass, Create Request for Quote,Jaslene Bean,Sales Rep
13,2020-01-02T11:39:00,2020-01-02T11:48:00,9100.86, Aluminium and Glass, Customize Existing Product Design,Jaslene Bean,Sales Engineer
13,2020-01-02T15:33:00,2020-01-02T16:15:00,9100.86, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
13,2020-01-02T17:04:00,2020-01-02T17:18:00,9100.86, Aluminium and Glass, Amend Production Plan,Dallas Melendez,Production Engineer
13,2020-01-02T18:29:00,2020-01-02T19:01:00,9100.86, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
13,2020-01-02T19:51:00,2020-01-02T19:57:00,9100.86, Aluminium and Glass, Amend Production Plan,Jaylen Gardner,Production Engineer
13,2020-01-02T21:04:00,2020-01-02T21:35:00,9100.86, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
13,2020-01-02T22:23:00,2020-01-02T22:32:00,9100.86, Aluminium and Glass, Amend Production Plan,Dallas Melendez,Production Engineer
13,2020-01-02T23:27:00,2020-01-02T23:46:00,9100.86, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
13,2020-01-04T04:02:00,2020-01-04T08:01:00,9100.86, Aluminium and Glass, Prepare Quote,Alyvia Berger,Sales Engineer
13,2020-01-07T13:09:00,2020-01-07T13:10:00,9100.86, Aluminium and Glass, Approve Quote,Jaylen Gardner,Senior Sales Engineer
13,2020-01-07T21:34:00,2020-01-08T06:37:00,9100.86, Aluminium and Glass, Amend Quote,Alyvia Berger,Sales Engineer
13,2020-01-08T14:22:00,2020-01-08T14:23:00,9100.86, Aluminium and Glass, Approve Quote,Nathanial Oliver,Senior Sales Engineer
13,2020-01-09T15:46:00,2020-01-09T15:46:00,9100.86, Aluminium and Glass, Submit Quote,Giuliana Cantrell,Sales Rep
1300,2020-07-06T10:52:00,2020-07-06T11:29:00,2747.05, Aluminium and Glass, Create Request for Quote,Morgan Roach,Sales Rep
1300,2020-07-06T14:04:00,2020-07-06T14:18:00,2747.05, Aluminium and Glass, Customize Existing Product Design,Morgan Roach,Sales Engineer
1300,2020-07-24T07:28:00,2020-07-24T07:53:00,2747.05, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
1300,2020-07-24T08:47:00,2020-07-24T08:55:00,2747.05, Aluminium and Glass, Amend Production Plan,Matilda Escobar,Production Engineer
1300,2020-08-08T03:50:00,2020-08-08T04:06:00,2747.05, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1300,2020-08-08T05:02:00,2020-08-08T05:09:00,2747.05, Aluminium and Glass, Amend Production Plan,Lexi Larsen,Production Engineer
1300,2020-08-20T11:11:00,2020-08-20T11:39:00,2747.05, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1300,2020-08-20T12:20:00,2020-08-20T12:30:00,2747.05, Aluminium and Glass, Amend Production Plan,Bailee Barr,Production Engineer
1300,2020-09-24T13:57:00,2020-09-24T14:23:00,2747.05, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1305,2020-07-06T15:43:00,2020-07-06T16:12:00,11665.97, Aluminium, Create Request for Quote,Dallas Melendez,Sales Rep
1305,2020-07-07T02:24:00,2020-07-07T02:29:00,11665.97, Aluminium, Analyze Request for Quote,Brynn Warren,Sales Engineer
1308,2020-07-07T06:33:00,2020-07-07T07:20:00,7082.25, Aluminium and Glass, Create Request for Quote,Aria Bonilla,Sales Rep
1308,2020-07-07T15:30:00,2020-07-07T15:39:00,7082.25, Aluminium and Glass, Customize Existing Product Design,Roland Salazar,Sales Engineer
1308,2020-07-22T21:14:00,2020-07-22T21:41:00,7082.25, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1308,2020-07-22T22:31:00,2020-07-22T22:46:00,7082.25, Aluminium and Glass, Amend Production Plan,Emilee Dorsey,Production Engineer
1308,2020-08-02T02:39:00,2020-08-02T02:54:00,7082.25, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1308,2020-08-02T18:55:00,2020-08-02T19:12:00,7082.25, Aluminium and Glass, Request Customer Info,Korbin Miranda,Sales Rep
1308,2020-08-14T10:26:00,2020-08-14T10:50:00,7082.25, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1308,2020-08-14T11:37:00,2020-08-14T11:43:00,7082.25, Aluminium and Glass, Amend Production Plan,Rachael Tanner,Production Engineer
1308,2020-08-20T05:00:00,2020-08-20T05:20:00,7082.25, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1308,2020-08-20T06:06:00,2020-08-20T06:15:00,7082.25, Aluminium and Glass, Amend Production Plan,Emilee Dorsey,Production Engineer
1308,2020-08-28T10:01:00,2020-08-28T10:34:00,7082.25, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
1308,2020-08-28T11:25:00,2020-08-28T11:32:00,7082.25, Aluminium and Glass, Amend Production Plan,Mitchell Mckay,Production Engineer
1308,2020-09-04T00:27:00,2020-09-04T00:40:00,7082.25, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1308,2020-09-05T14:39:00,2020-09-06T04:32:00,7082.25, Aluminium and Glass, Prepare Quote,Rayna Jackson,Sales Engineer
1308,2020-09-28T15:26:00,2020-09-28T15:27:00,7082.25, Aluminium and Glass, Approve Quote,Jaylen Gardner,Senior Sales Engineer
1308,2020-10-01T01:34:00,2020-10-01T01:34:00,7082.25, Aluminium and Glass, Submit Quote,Arturo Horton,Sales Rep
1309,2020-07-07T15:58:00,2020-07-07T16:26:00,14925.19, Aluminium and Glass, Create Request for Quote,Hugh Collins,Sales Rep
1309,2020-07-07T17:27:00,2020-07-07T17:38:00,14925.19, Aluminium and Glass, Customize Existing Product Design,Jaylen Gardner,Sales Engineer
1309,2020-07-07T23:59:00,2020-07-08T00:19:00,14925.19, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1309,2020-07-08T01:10:00,2020-07-08T01:16:00,14925.19, Aluminium and Glass, Amend Production Plan,Bailee Barr,Production Engineer
1309,2020-07-17T17:05:00,2020-07-17T17:19:00,14925.19, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
1309,2020-07-17T18:11:00,2020-07-17T18:18:00,14925.19, Aluminium and Glass, Amend Production Plan,Rachael Tanner,Production Engineer
1309,2020-08-23T23:11:00,2020-08-23T23:24:00,14925.19, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1309,2020-08-26T09:48:00,2020-08-26T22:06:00,14925.19, Aluminium and Glass, Prepare Quote,Alyvia Berger,Sales Engineer
1309,2020-09-22T06:00:00,2020-09-22T06:01:00,14925.19, Aluminium and Glass, Approve Quote,Rachael Tanner,Senior Sales Engineer
1309,2020-09-23T13:25:00,2020-09-23T13:25:00,14925.19, Aluminium and Glass, Submit Quote,Arturo Horton,Sales Rep
1310,2020-07-07T19:12:00,2020-07-07T19:46:00,839.66, Aluminium, Create Request for Quote,Jaylen Gardner,Sales Rep
1310,2020-07-08T02:52:00,2020-07-08T03:02:00,839.66, Aluminium, Customize Existing Product Design,Matilda Escobar,Sales Engineer
1310,2020-09-15T03:17:00,2020-09-15T03:37:00,839.66, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1310,2020-09-15T04:28:00,2020-09-15T04:40:00,839.66, Aluminium, Amend Production Plan,Aria Bonilla,Production Engineer
1310,2020-09-21T01:44:00,2020-09-21T02:01:00,839.66, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1310,2020-09-22T02:06:00,2020-09-22T09:28:00,839.66, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
1310,2020-10-03T13:27:00,2020-10-03T13:28:00,839.66, Aluminium, Approve Quote,Jaslene Bean,Senior Sales Engineer
1310,2020-10-11T03:46:00,2020-10-11T03:46:00,839.66, Aluminium, Submit Quote,Arturo Horton,Sales Rep
132,2020-01-17T08:31:00,2020-01-17T09:23:00,186.05, Aluminium, Create Request for Quote,Nathanial Oliver,Sales Rep
132,2020-01-17T10:02:00,2020-01-17T10:11:00,186.05, Aluminium, Customize Existing Product Design,Roland Salazar,Sales Engineer
132,2020-01-19T19:32:00,2020-01-19T19:52:00,186.05, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
132,2020-01-22T09:19:00,2020-01-22T21:21:00,186.05, Aluminium, Prepare Quote,Alyvia Berger,Sales Engineer
132,2020-01-26T13:06:00,2020-01-26T13:07:00,186.05, Aluminium, Approve Quote,Lexi Larsen,Senior Sales Engineer
132,2020-01-27T07:45:00,2020-01-27T07:45:00,186.05, Aluminium, Submit Quote,Arturo Horton,Sales Rep
1328,2020-07-11T12:12:00,2020-07-11T12:33:00,5266.77, Aluminium, Create Request for Quote,Dallas Melendez,Sales Rep
1328,2020-07-12T11:50:00,2020-07-12T11:54:00,5266.77, Aluminium, Analyze Request for Quote,Brynn Warren,Sales Engineer
1328,2020-07-12T11:59:00,2020-07-12T12:01:00,5266.77, Aluminium, Prepare New Product Design,Sonny Todd,Sales Engineer
1328,2020-07-14T16:39:00,2020-07-14T17:04:00,5266.77, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1328,2020-07-14T17:48:00,2020-07-14T17:57:00,5266.77, Aluminium, Amend Production Plan,Morgan Roach,Production Engineer
1328,2020-07-18T02:54:00,2020-07-18T03:10:00,5266.77, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1328,2020-07-18T04:06:00,2020-07-18T04:14:00,5266.77, Aluminium, Amend Production Plan,Emilee Dorsey,Production Engineer
1328,2020-07-31T16:41:00,2020-07-31T16:51:00,5266.77, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1328,2020-07-31T17:34:00,2020-07-31T17:44:00,5266.77, Aluminium, Amend Production Plan,Nathanial Oliver,Production Engineer
1328,2020-08-26T09:46:00,2020-08-26T10:01:00,5266.77, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1328,2020-08-26T10:55:00,2020-08-26T11:03:00,5266.77, Aluminium, Amend Production Plan,Jaslene Bean,Production Engineer
1328,2020-09-15T07:29:00,2020-09-15T08:03:00,5266.77, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1328,2020-09-16T21:12:00,2020-09-17T08:00:00,5266.77, Aluminium, Prepare Quote,Alyvia Berger,Sales Engineer
1328,2020-10-01T09:46:00,2020-10-01T09:47:00,5266.77, Aluminium, Approve Quote,Aria Bonilla,Senior Sales Engineer
1328,2020-10-06T16:50:00,2020-10-06T16:50:00,5266.77, Aluminium, Submit Quote,Katelyn Pitts,Sales Rep
133,2020-01-17T20:24:00,2020-01-17T20:57:00,1729.53, Aluminium, Create Request for Quote,Lexi Larsen,Sales Rep
